Date,Consumer Confidence,CPI Index,Industrial Production Index,12m EPS growth,Unemployment rate,Volatility Index,PMI Index,Housing Starts Index,Federal Funds Index,PPI Index,M1 Index,M2 Index,Personal Income Growth Index,Balance Of Trade Index,Home Price Index,Existing Homes Index,Debt To GDP Ratio Index,SP500 ETF,Corp bonds,USD/EUR,REIT,Gold price (USD),Date,GDP Growth Rate,Curent Account Balance,Date,Debt To GDP Ratio
3/1/2000,102.7685,171,92.083,40%,4,24.11,55.8,1737,5.73,1,1108.6,4679.4,0.7,-29.794,1.09,5.12,-71.54663893,138.44,363.72,1.0459,1050.948112,276.75,3/31/1994,3.9,-24.98,34454,64.107
4/1/2000,102.7501,170.9,92.6659,32%,3.8,26.2,54.9,1604,5.85,0.5,1107.5,4710.2,0.7,-30.557,1.07,5.19,-74.38781017,150.38,358.4,1.0959,1120.167771,275.05,6/30/1994,5.5,-28.58,34546,64.012
5/1/2000,102.7249,171.2,92.9347,32%,4,23.65,54.7,1626,6.02,-0.3,1115.6,4766.1,0.5,-28.598,1.19,5.2,-76.46389773,147.06,358.26,1.0662,1131.892473,272.25,9/30/1994,2.4,-31.61,34638,64.386
6/1/2000,102.6267,172.2,93.0018,19%,4,19.54,53.2,1575,6.27,0.1,1104.9,4753.9,0.4,-29.165,1.2,5.11,-77.82351933,145.31,354.18,1.0498,1161.923498,288.15,12/31/1994,4.7,-36.44,34730,64.663
7/1/2000,102.5935,172.7,92.8373,22%,4,20.74,51.4,1559,6.53,0.8,1102.6,4771.8,0.6,-30.405,1.09,5.13,-79.5407199,145.28,360.73,1.0796,1260.65877,276.75,3/31/1995,1.4,-31.43,34819,65.313
8/1/2000,102.5589,172.7,92.591,22%,4.1,16.84,52.5,1463,6.54,0.1,1103.5,4789.4,0.8,-31.252,0.69,5.11,-82.81740357,143.88,361.89,1.1254,1210.662801,277,6/30/1995,1.2,-32.01,34911,64.739
9/1/2000,102.5094,173.6,92.9827,10%,3.9,20.57,49.9,1541,6.5,-0.2,1100.2,4817.5,0.5,-29.931,0.68,5.17,-87.79013542,152.5,366.36,1.1313,1249.594634,273.65,9/30/1995,3.5,-26.98,35003,64.183
10/1/2000,102.4011,173.9,92.64,-5%,3.9,23.63,49.7,1507,6.52,0.8,1099.7,4853.2,0.5,-33.333,0.7,5.29,-92.67484718,143.63,363.06,1.1778,1196.018216,264.5,12/31/1995,2.7,-23.15,35095,65.042
11/1/2000,102.1504,174.2,92.6604,-5%,3.9,29.65,48.7,1549,6.51,0.4,1098.7,4869.2,0.4,-33.378,0.81,5.25,-95.52474324,142.47,351.72,1.1464,1210.257324,269.1,3/31/1996,3,-27.44,35185,64.25
12/1/2000,101.624,174.6,92.3457,0%,3.9,26.85,48.5,1551,6.51,0.5,1092.4,4880.3,0.2,-32.723,0.99,5.35,-96.01050505,132.22,337.41,1.0611,1294.047145,274.45,6/30/1996,6.8,-29.84,35277,64.255
1/1/2001,101.1024,175.6,91.8908,-3%,4.2,22.02,43.9,1532,6.4,0.2,1088.6,4925,0.4,-33.42,1.11,5.1,-95.9754738,131.19,345.71,1.0677,1312.883121,264.5,9/30/1996,3.6,-36.06,35369,64.447
2/1/2001,100.7213,176,91.2851,-3%,4.2,28.35,42.3,1600,5.98,0.9,1096.7,4975.7,1.1,-35.202,1.12,5.1,-97.34271453,137.93,368.34,1.083,1295.873367,266.7,12/31/1996,4.2,-31.43,35461,64.344
3/1/2001,100.5567,176.1,91.0585,-30%,4.3,28.64,42.1,1625,5.49,0.1,1101.2,5014.1,0.4,-29.301,0.96,5.23,-100.3375496,124.6,373.33,1.1393,1307.674993,257.7,3/31/1997,2.6,-36.08,35550,63.109
4/1/2001,100.5238,176.4,90.7384,-41%,4.4,25.48,43.1,1590,5.31,-0.5,1108.9,5072,0.4,-32.812,0.84,5.45,-103.4757971,116.69,365.71,1.1258,1342.063612,263.15,6/30/1997,6.8,-28.8,35642,62.487
5/1/2001,100.6463,177.3,90.2607,-41%,4.3,22.64,42.7,1649,4.8,0.6,1116.7,5135.9,0,-30.521,0.65,5.32,-105.2857232,127.05,361.85,1.1821,1376.063202,267.5,9/30/1997,5.1,-32.72,35734,62.77
6/1/2001,100.7251,177.7,89.7811,-43%,4.5,19.06,41.3,1605,4.21,0.2,1118.5,5133,0,-27.095,0.4,5.27,-105.7432667,126.73,366.82,1.1764,1456.511131,270.6,12/31/1997,3.5,-43.13,35826,62.51
7/1/2001,100.6393,177.4,89.2352,-43%,4.6,21.62,43.2,1636,3.97,-0.4,1126.2,5173.5,0.1,-29.151,0.52,5.43,-106.0123737,122.6,357.41,1.1412,1431.316775,265.9,3/31/1998,4.1,-44,35915,61.852
8/1/2001,100.3387,177.4,89.157,-43%,4.9,24.92,43.5,1670,3.77,-1.2,1138.9,5203.4,0,-29.902,0.51,5.43,-107.1426873,122.11,363.98,1.096,1479.801208,273,6/30/1998,3.8,-51.35,36007,60.587
9/1/2001,99.90548,178.1,88.6749,-63%,5,31.93,46.3,1567,3.65,0.4,1150.2,5237.2,-0.1,-28.094,0.64,5.48,-108.3640076,114.15,366.08,1.0969,1420.490571,293.1,9/30/1998,5.1,-58.89,36099,60.407
10/1/2001,99.74929,177.6,88.4051,-58%,5.3,33.56,46.2,1562,3.07,0.4,1205.7,5348.4,-0.3,-30.217,0.66,5.23,-107.6915542,104.27,340.1,1.1113,1382.220316,278.75,12/31/1998,6.6,-60.82,36191,60.049
11/1/2001,99.89661,177.5,87.886,-58%,5.5,23.84,40.8,1540,2.49,-1.6,1165.7,5337.1,0.1,-30.588,0.55,5.25,-103.6031916,108.51,351.81,1.1155,1456.213477,275.5,3/31/1999,3.8,-60.84,36280,59.192
12/1/2001,100.2531,177.4,87.8518,-56%,5.7,23.8,44.1,1602,2.09,-0.4,1171,5380.8,0,-30.003,0.48,5.24,-98.20878139,114.05,364.05,1.1225,1494.650616,276.5,6/30/1999,3.4,-67.96,36372,58.393
1/1/2002,100.5978,177.7,88.4634,-46%,5.7,21.09,45.3,1568,1.82,-0.4,1183.2,5433.8,0.1,-27.488,0.33,5.49,-95.2654774,114.3,361.19,1.1646,1500.339159,282.3,9/30/1999,5.4,-76.13,36464,58.343
2/1/2002,100.8044,178,88.4578,-46%,5.7,21.59,47.5,1698,1.73,-0.2,1190.7,5454.1,0.3,-29.678,0.57,5.86,-97.46832675,112.65,363.34,1.1509,1527.495609,296.85,12/31/1999,6.7,-81.69,36556,57.721
3/1/2002,100.9911,178.5,89.1265,-26%,5.7,17.4,50.7,1829,1.74,0.2,1190.6,5483.4,0.2,-32.501,0.68,5.9,-101.8252033,113.74,359.33,1.1471,1618.940267,301.4,3/31/2000,1.5,-94.77,36646,55.485
4/1/2002,101.0437,179.3,89.5507,-23%,5.9,21.91,52.4,1642,1.73,0.6,1193.3,5495.2,0.2,-31.161,0.92,5.63,-103.4623603,114.57,367.27,1.1108,1640.204917,308.2,6/30/2000,7.5,-96.39,36738,54.992
5/1/2002,101.0177,179.5,89.9348,-23%,5.8,19.98,52.4,1592,1.75,-0.1,1186.9,5495.4,0.5,-33.965,0.96,5.67,-99.11453594,109.18,373.4,1.0708,1663.908858,326.6,9/30/2000,0.4,-104.47,36830,54.258
6/1/2002,100.7677,179.6,90.6736,9%,5.8,25.4,53.1,1764,1.75,-0.2,1189.3,5521.5,0.3,-34.026,1.13,5.64,-92.26940812,107.22,370.48,1.0086,1709.473884,318.5,12/31/2000,2.4,-106.28,36922,55.144
7/1/2002,100.433,180,90.6436,14%,5.8,32.03,53.6,1717,1.75,0.3,1193.3,5546.5,0.4,-34.732,1.17,5.51,-88.18488447,97.03,342.22,1.0229,1623.170339,304.65,3/31/2001,-1.3,-107.14,37011,54.032
8/1/2002,100.1572,180.5,90.5505,14%,5.7,32.64,50.2,1655,1.73,-0.1,1199.1,5589.1,-0.1,-33.913,1.17,5.41,-90.40446553,88.78,330.94,1.0183,1622.776091,312.8,6/30/2001,2.5,-95.25,37103,54.798
9/1/2002,99.91587,180.8,90.6373,50%,5.7,39.69,50.3,1633,1.74,0.1,1187.1,5631.6,0.2,-36.385,1.11,5.36,-96.78085305,91.78,336.74,1.0135,1558.643096,323.7,9/30/2001,-1.6,-103.44,37195,55.752
10/1/2002,99.7337,181.2,90.3988,11%,5.7,31.14,50.5,1804,1.75,0.4,1196.1,5656,0.2,-36.088,0.94,5.52,-103.9920689,85.72,330.88,1.0096,1487.431704,316.9,12/31/2001,1.1,-88.26,37287,55.697
11/1/2002,99.74871,181.5,90.8947,11%,5.9,27.5,49,1648,1.75,0.6,1204,5700.4,0.4,-35.095,1,5.68,-109.6336983,90.27,329.11,1.0053,1554.813909,319.05,3/31/2002,3.4,-102.61,37376,56.271
12/1/2002,99.74618,181.8,90.3906,26%,6,28.62,48.5,1753,1.34,0,1209.6,5750.6,0.3,-39.515,0.94,5.73,-113.3243958,93.98,349.27,0.9524,1572.605174,347.2,6/30/2002,2.5,-114.67,37468,56.703
1/1/2003,99.56802,182.6,91.18112,47%,5.8,31.17,51.6,1788,1.24,-0.2,1220.2,5772,0.3,-43.607,0.98,5.97,-114.960509,88.23,354.35,0.9284,1528.73789,367.5,9/30/2002,1.6,-114.85,37560,57.91
2/1/2003,99.41,183.6,91.2505,47%,5.9,29.63,51.3,1853,1.24,1,1227.3,5804.6,0,-41.156,0.78,6.03,-114.9679064,86.06,364.99,0.9262,1553.503768,347.45,12/31/2002,0.5,-123.98,37652,57.819
3/1/2003,99.49301,183.9,91.0006,-11%,5.9,29.15,48.8,1629,1.26,1.1,1238.2,5840.7,0.1,-40.082,0.72,6.02,-114.636159,84.9,369.9,0.9152,1585.621465,334.85,3/31/2003,2.1,-135.36,37741,58.961
4/1/2003,99.92635,183.2,90.4311,-4%,6,21.21,46.3,1726,1.25,0.9,1239.3,5861.4,0.4,-43.806,0.68,5.86,-115.3175506,86.04,380.98,0.8939,1661.259454,336.75,6/30/2003,3.6,-129.34,37833,58.645
5/1/2003,100.3536,182.9,90.4,-4%,6.1,19.47,46.1,1643,1.26,-1.3,1250,5898.8,0.2,-42.037,0.63,5.84,-117.6801043,91.9,402.77,0.8483,1762.95103,361.4,9/30/2003,6.8,-130.1,37925,59.445
6/1/2003,100.5095,183.1,90.5196,38%,6.3,19.52,49,1751,1.26,-0.2,1268.8,5959.3,0.6,-41.045,0.65,5.94,-121.4854514,96.95,406.33,0.8687,1808.806006,346,12/31/2003,4.7,-127.49,38017,59.807
7/1/2003,100.5117,183.7,90.9869,35%,6.2,19.49,49,1867,1.22,0.6,1281,5996,0.4,-39.696,0.55,5.94,-126.4072605,98.53,417.19,0.8904,1903.502718,354.75,3/31/2004,2.3,-136.99,38107,60.055
8/1/2003,100.4225,184.5,90.7933,35%,6.1,18.63,51,1897,1.01,0.1,1287.5,6042.7,0.4,-41.321,0.85,6.27,-131.4415601,98.51,409.89,0.9107,1911.694107,375.6,6/30/2004,3.1,-156.11,38199,59.966
9/1/2003,100.3871,185.1,91.3819,56%,6.1,22.72,53.2,1833,1.03,0.6,1296.4,6100.8,0.5,-39.892,1.01,6.52,-134.8532589,101.44,417.32,0.8577,1971.867594,388,9/30/2004,3.8,-161.5,38291,60.637
10/1/2003,100.5351,184.9,91.5049,111%,6,16.1,52.4,1939,1.01,0.2,1297.2,6072.8,0.5,-41.842,1.19,6.58,-135.0283685,102.08,429.19,0.8632,2014.34764,386.25,12/31/2004,4.1,-181.29,38383,60.913
11/1/2003,100.827,185,92.1265,111%,5.8,16.32,55.2,1967,1.01,0.6,1297.8,6063.6,0.4,-41.388,1.19,6.39,-132.5936889,105.3,437.53,0.8337,2105.337162,398.35,3/31/2005,4.5,-170.82,38472,60.642
12/1/2003,101.1297,185.5,92.1732,91%,5.7,18.31,58.4,2083,1,-0.1,1299.1,6069.1,0.7,-39.898,1.24,6.23,-129.8442171,107.6,443.87,0.7945,2177.5289,416.25,6/30/2005,2,-180.64,38564,60.359
1/1/2004,101.4088,186.3,92.3268,39%,5.7,16.63,60.1,2057,0.98,0.3,1306.2,6067.3,0.3,-44.08,1.3,6.49,-128.8723675,111.28,454.1,0.8018,2271.20933,399.75,9/30/2005,3.2,-188.19,38656,61.32
2/1/2004,101.2953,186.7,92.8995,39%,5.6,14.55,60.8,1911,1,0.6,1306,6075.5,0.2,-44.645,1.24,6.23,-129.4580773,113.48,461.43,0.8005,2321.023892,395.85,12/30/2005,2.2,-209.57,38748,61.556
3/1/2004,101.1277,187.1,92.5368,132%,5.8,16.74,59.9,1846,1.01,-0.1,1321.4,6114.3,0.3,-44.552,1.25,6.41,-130.0985962,116.16,461.53,0.8123,2450.9436,423.7,3/31/2006,5.5,-199.51,38837,61.221
4/1/2004,100.9568,187.4,92.8957,143%,5.6,17.19,60.6,1998,1,0.3,1328.7,6150.1,0.5,-46.754,1.54,6.66,-129.5182688,113.78,464.11,0.8344,2076.832169,388.5,6/30/2006,1,-204.95,38929,61.333
5/1/2004,100.8785,188.2,93.5845,143%,5.6,15.5,60.6,2003,1,0.7,1332.8,6191.2,0.5,-47.283,1.55,6.73,-128.2148637,110.96,460.94,0.8206,2223.498547,393.25,9/29/2006,0.6,-218.44,39021,61.827
6/1/2004,101.0162,188.9,92.8651,31%,5.6,14.34,61.4,1981,1,0.8,1333.3,6268.1,0.9,-47.553,1.5,6.85,-127.4786474,112.71,453.21,0.8206,2290.041891,395.8,12/29/2006,3.5,-193.75,39113,62.253
7/1/2004,101.1275,189.1,93.5502,22%,5.5,15.32,60.5,1828,1.03,0,1342.7,6270.5,0.4,-54.169,1.58,6.92,-128.4699367,112.94,461.01,0.8325,2291.006639,391.4,3/30/2007,1.2,-200.32,39202,61.572
8/1/2004,101.1028,189.2,93.6301,22%,5.4,15.29,59.9,2002,1.26,-0.1,1340.8,6284.3,0.4,-51.606,1.27,6.84,-131.5790492,110.84,466.49,0.8206,2471.589988,407.25,6/29/2007,2.5,-193.33,39294,61.848
9/1/2004,100.9841,189.8,93.7353,29%,5.4,13.34,58.5,2024,1.43,0.3,1354.3,6310.6,0.5,-53.647,1.01,6.7,-136.9210945,111.32,475.24,0.8044,2476.383257,415.65,9/28/2007,2.3,-175.76,39386,62.719
10/1/2004,100.895,190.8,94.5695,26%,5.5,16.27,57.4,1905,1.61,0.1,1362.5,6345.3,0.3,-51.686,0.94,6.68,-144.2096367,113.65,481.43,0.7822,2588.963136,425.55,12/31/2007,2.5,-167.14,39478,64.173
11/1/2004,100.9591,191.7,94.8015,26%,5.4,13.24,56.3,2072,1.76,1.6,1362.3,6373.3,0.5,-55.058,0.97,6.85,-151.501653,113.51,491.01,0.7523,2709.023633,453.4,3/31/2008,-1.7,-182.28,39568,63.852
12/1/2004,101.0947,191.7,95.5415,11%,5.4,13.29,56.2,1782,1.93,0.6,1362.3,6373.3,0.1,-58.967,1.04,6.96,-156.4275788,119.23,496.14,0.7376,2839.704677,435.6,6/30/2008,2.4,-179.82,39660,67.285
1/1/2005,101.08,191.6,95.8785,12%,5.3,12.82,57.2,2042,2.16,-0.5,1374.2,6399.8,3.4,-54.918,1.16,6.89,-157.9192024,120.87,503.45,0.7673,2615.034163,422.15,9/30/2008,-2.1,-178.19,39752,73.245
2/1/2005,100.9246,192.4,96.5709,12%,5.4,12.08,56.8,2144,2.28,0.3,1376,6418.3,-2.6,-56.189,1.41,7.1,-158.7811021,118.91,503.57,0.7556,2673.978671,435.45,12/31/2008,-8.5,-156.23,39844,77.105
3/1/2005,100.6953,193.1,96.4345,8%,5.2,14.02,55.5,2207,2.5,0.5,1367.1,6424.5,0.3,-58.094,1.52,6.88,-162.5271477,121.23,509.99,0.7713,2624.252696,427.5,3/31/2009,-4.5,-99.4,39933,80.28
4/1/2005,100.5071,193.7,96.6347,11%,5.2,15.31,55.2,1864,2.63,0.7,1371.1,6432.8,0.6,-53.134,1.63,6.96,-170.4096873,117.43,496.46,0.7768,2747.030884,435.7,6/30/2009,-0.7,-87.09,40025,82.427
5/1/2005,100.575,193.6,96.7251,11%,5.1,13.29,52.2,2061,2.79,0.3,1370.9,6441.9,0.6,-57.312,1.27,7.12,-178.3092586,115.75,490.87,0.8124,2845.253898,414.45,9/30/2009,1.4,-91.38,40117,84.029
6/1/2005,100.8249,193.7,97.1483,14%,5,12.04,50.8,2025,3,-0.2,1358.4,6455.9,0.5,-56.04,1.1,7.08,-181.354769,120.5,501.76,0.8262,2978.973006,437.1,12/31/2009,4.4,-101.85,40209,86.512
7/1/2005,100.7314,194.9,96.8397,15%,5,11.57,52.4,2068,3.04,0,1366,6473.3,0.3,-58.152,1.06,7.18,-177.9346377,119.53,509.18,0.8244,3174.605961,429,3/31/2010,1.9,-103.03,40298,88.128
8/1/2005,100.1407,196.1,97.1584,15%,4.9,12.6,52.8,2054,3.26,0.7,1380.1,6505.8,0.6,-58.301,0.98,7.14,-172.6632242,123.65,516.66,0.8101,3039.81108,433.25,6/30/2010,3.9,-111.74,40390,89.565
9/1/2005,99.42278,198.8,95.2764,21%,5,11.92,52.4,2095,3.5,0.8,1369,6537.4,0.6,-58.745,1.04,7.23,-170.7634104,122.49,518.63,0.8311,3036.753979,473.25,9/30/2010,3.1,-116.62,40482,91.611
10/1/2005,99.18978,199.1,96.4411,21%,5,15.32,56.8,2151,3.62,1.6,1377.8,6570.2,0.6,-64.882,1.16,7.25,-173.8197119,123.04,513.83,0.8341,2953.717359,470.75,12/31/2010,2.1,-100.62,40574,92.956
11/1/2005,99.57593,198.1,97.5016,21%,5,12.06,57.2,2065,3.78,1.1,1378.6,6604.3,0.7,-67.265,1.16,7.1,-178.6638704,120.49,510.24,0.8482,3081.859725,495.65,3/31/2011,-0.9,-119.24,40663,92.194
12/1/2005,100.1521,198.1,97.9723,23%,4.9,12.07,56.7,2147,4,-1.1,1376.5,6638.6,0.4,-63.859,1.15,7.03,-181.9489195,126.69,512.9,0.8442,3075.063983,513,6/30/2011,2.7,-119.44,40755,94.521
1/1/2006,100.4121,199.3,98.127,20%,4.7,12.95,55.1,1994,4.16,0.6,1376.1,6655,0.3,-64.568,1.01,6.84,-183.4663846,124.51,517.24,0.8227,3290.258417,568.75,9/30/2011,-0.1,-106.86,40847,96.091
2/1/2006,100.3635,199.4,98.1687,20%,4.8,12.34,55,2273,4.29,0.6,1374.3,6681.9,1.7,-66.967,0.79,6.72,-186.0819469,128.39,525.74,0.8389,3337.765828,556,12/30/2011,4.6,-109.77,40939,97.123
3/1/2006,100.2323,199.7,98.3913,21%,4.7,11.39,55.8,2119,4.49,-1.1,1379.5,6724.3,0.6,-62.308,0.78,6.84,-192.5346373,129.37,528.58,0.8252,3504.79,582,3/30/2012,3.4,-113.91,41029,97.828
4/1/2006,99.981,200.7,98.6826,18%,4.7,11.59,54.3,1969,4.59,0.4,1378.4,6748.6,0.6,-62.397,0.38,6.83,-201.5259506,129.83,532.06,0.7915,3396.04,644,6/29/2012,1.8,-110,41121,98.448
5/1/2006,99.69939,201.3,98.7074,18%,4.6,16.44,55.2,1821,4.79,0.8,1383.2,6762.9,0.5,-62.603,0.25,6.7,-208.5348014,130.4,535.45,0.7804,3301.52,653,9/28/2012,0.6,-98.87,41213,100.075
6/1/2006,99.67864,201.8,99.0398,14%,4.6,13.08,53.7,1942,4.94,0,1381.4,6800.1,0.2,-64.818,-0.07,6.58,-209.4443431,128.73,535.08,0.7818,3466.31,613.5,12/31/2012,0.5,-95.4,41305,100.74
7/1/2006,99.71475,202.9,98.9751,19%,4.7,14.95,52,1802,4.99,0.5,1387.2,6806.9,0.4,-63.8,-0.34,6.48,-205.3045167,127.28,533.12,0.7834,3570.76,632.5,3/29/2013,4,-90.92,41394,100.058
8/1/2006,99.81288,203.8,99.4047,19%,4.7,12.31,53,1737,5.24,-0.2,1375.4,6844.9,0.3,-66.909,-0.42,6.32,-200.2439941,127.22,539.04,0.7809,3692.92,623.5,6/28/2013,1.1,-89.16,41486,98.728
9/1/2006,100.1277,202.8,99.2246,14%,4.5,11.98,53.7,1650,5.25,0.7,1372.4,6886.3,0.2,-68.277,-0.41,6.34,-198.0332234,131.42,547.79,0.7892,3766.03,599.25,9/30/2013,3.5,-85.39,41578,99.791
10/1/2006,100.5471,201.9,99.1229,12%,4.4,11.1,52.2,1720,5.25,-1.2,1372.4,6917.1,0.3,-65.095,-0.25,6.28,-199.5516169,133.58,554.72,0.7834,4004,603.75,12/31/2013,3.5,-74.04,41670,102.346
11/1/2006,100.7777,202,99.0963,12%,4.5,10.91,51.4,1491,5.25,-0.9,1364.4,6944.2,0.3,-59.538,-0.02,6.36,-204.4057139,136.86,563.67,0.7552,4182.43,646.7,3/31/2014,-1.4,-90.91,41759,100.651
12/1/2006,100.893,203.1,100.1125,21%,4.4,11.56,50.3,1570,5.25,0.8,1370.3,6993.3,0.5,-58.939,0.05,6.34,-211.6800296,140.22,572.66,0.7575,4131.39,632,6/30/2014,5.3,-87.17,41851,100.111
1/1/2007,100.9249,203.437,99.7546,18%,4.6,10.42,51.4,1649,5.24,0.7,1370.8,7028.4,0.9,-61.882,-0.08,6.4,-217.8015672,141.62,578.1,0.7672,4455,650.5,9/30/2014,5,-89.19,41943,101.281
2/1/2007,100.7022,204.226,100.7166,18%,4.5,15.42,50.4,1409,5.25,-0.1,1366.6,7071.6,0.5,-58.014,0.13,5.74,-218.3450532,144.61,585.27,0.7557,4325.12,664.2,12/31/2014,2,-102.78,42035,100.49
3/1/2007,100.4308,205.288,100.8952,14%,4.4,14.64,54.1,1480,5.26,1.1,1371.7,7109.6,0.7,-58.479,0.16,5.79,-210.8738027,140.51,591.83,0.7486,4216.98,661.75,3/31/2015,3.6,-99.4,42124,99.301
4/1/2007,100.257,205.904,101.5723,14%,4.5,14.22,52.8,1495,5.26,0.9,1363,7125.3,0.7,-62.183,-0.06,5.46,-200.3002938,142,593.83,0.7329,4221.58,677,6/30/2015,2.5,-99.48,42216,98.636
5/1/2007,100.1968,206.755,101.6269,14%,4.4,13.05,52.7,1490,5.25,0.7,1366.5,7159.1,0.4,-60.494,-0.52,5.29,-193.2291936,148.67,601.46,0.7433,4226,659.1,9/30/2015,1.6,-109.93,42308,102.642
6/1/2007,100.1562,207.234,101.6547,8%,4.6,16.23,53.1,1415,5.25,0.4,1378,7231.3,0.3,-59.572,-0.91,5.27,-193.5050687,154.08,605.61,0.7385,3843.94,650.5,12/31/2015,0.7,-99.66,42400,103.989
7/1/2007,100.1331,207.603,101.4953,-5%,4.7,23.52,54,1448,5.25,0.1,1380.9,7245.4,0.2,-59.997,-1.08,5.12,-197.5966551,150.43,595.76,0.7313,3505.89,665.5,3/31/2016,2.3,-104.02,42490,103.58
8/1/2007,99.90429,207.667,101.6943,-5%,4.6,23.38,51.8,1354,5.26,0.7,1368.2,7278.6,0.2,-60.246,-1.01,5.07,-200.7687786,146.43,574.83,0.7337,3698.61,672,6/30/2016,1.3,-100.48,42582,103.604
9/1/2007,99.64957,208.547,101.9428,-5%,4.7,18,52.2,1330,5.02,-0.7,1371.8,7309,0.1,-57.214,-0.99,4.87,-200.163283,147.59,583.48,0.7006,3855.55,743,9/30/2016,2.9,-99.56,42674,104.649
10/1/2007,99.35554,209.19,101.6446,-15%,4.7,18.53,53.8,1183,4.94,1,1376.3,7385.1,0.5,-58.158,-0.91,4.58,-196.6019081,154.3,597.89,0.6905,3886.98,789.5,12/30/2016,2.2,-92.16,42766,102.937
11/1/2007,99.07018,210.834,102.2167,-15%,4.7,22.87,52.8,1264,4.76,1,1375.7,7403.2,0.2,-57.666,-1.11,4.43,-191.328323,151.03,600.21,0.6834,3551.79,783.5,3/31/2017,2,-85.46,42855,102.088
12/1/2007,98.9023,211.445,102.2764,-40%,5,22.5,51.5,1197,4.49,1.8,1379.4,7417.2,0.5,-60.682,-1.61,4.46,-185.2944742,148.66,589.05,0.6854,3394.71,833.75,6/30/2017,2.3,-103.94,42947,102.805
1/1/2008,98.74091,212.174,102.1493,-29%,5,26.2,50.1,1037,4.24,-0.4,1371.8,7441.8,0.7,-58.29,-1.5,4.41,-179.0273404,146.21,590.78,0.6728,3384.36,923.25,9/29/2017,3.2,-85.77,43039,102.274
2/1/2008,98.35253,212.687,101.7756,-29%,4.9,26.54,50.9,1084,3.94,0.9,1373.4,7471.6,0.4,-61.339,-1.6,4.17,-173.0386995,139.58,584.21,0.6587,3254.17,971.5,12/29/2017,4.6,-92.45,43131,103.744
3/1/2008,97.88428,213.448,101.4508,-50%,5.1,25.61,48.8,1103,2.98,0.3,1377.7,7505.5,0.3,-64.225,-1.97,4.12,-168.3365554,133.82,575.83,0.6341,3380.46,933.5,3/30/2018,3.3,-96.92,43220,102.984
4/1/2008,97.35648,213.942,100.7554,-54%,5,20.79,49.7,1005,2.61,0.9,1380.4,7590.6,0.4,-60.2,-1.93,4.16,-166.4702004,136.61,573.82,0.6401,3586.71,871,6/29/2018,2.1,-94.15,43312,103.449
5/1/2008,96.97754,215.208,100.1336,-54%,5.4,17.83,48.5,1013,2.28,0.3,1388.7,7656.2,-0.1,-63.733,-1.52,4.11,-168.9215591,141.12,597.98,0.643,3613.87,885.75,9/28/2018,2.5,-119.45,43404,105.049
6/1/2008,96.85837,217.463,99.8728,-32%,5.6,23.95,48.9,973,1.98,1.4,1391.4,7699.2,4.7,-62.31,-1.67,4.14,-174.791277,140.35,599.26,0.6347,3207.18,930.25,12/31/2018,0.6,-129.32,43496,104.34
7/1/2008,97.06129,219.016,99.4194,-29%,5.8,22.94,49.9,1046,2,1.6,1393.4,7711.2,-1.7,-60.889,-1.4,4.09,-180.6808028,128.38,580.45,0.641,3297.34,918,3/29/2019,2.5,-115.13,43585,102.922
8/1/2008,97.31839,218.69,97.8491,-29%,6.1,20.65,50.8,923,2.01,1.2,1404.6,7728.9,-1.2,-66.989,-1.66,4.15,-183.275656,126.16,572.03,0.6815,3363.51,833,6/28/2019,3.4,-117.01,43677,104.615
9/1/2008,97.39437,218.877,93.5576,-40%,6.1,39.39,50.1,844,2,-0.8,1421.1,7775.4,-0.7,-62.394,-1.39,4.19,-182.3941912,128.79,575.86,0.708,3352.33,884.5,9/30/2019,4.8,-110.16,43769,105.782
10/1/2008,97.04175,216.995,94.4985,-95%,6.5,59.89,47.2,820,1.81,0.4,1407.4,7790.2,0.2,-60.292,-1.86,4.27,-180.3207304,116.06,523.97,0.7853,2339.06,730.75,12/31/2019,2.8,-99.46,43861,106.886
11/1/2008,96.78537,213.153,93.2617,-95%,6.8,55.28,38.2,777,0.97,-2.4,1462,7859.5,0,-60.879,-1.77,4.09,-179.1964708,96.83,441.9,0.7874,1835.84,814.5,3/31/2020,-5.5,-100.53,43951,132.815
12/1/2008,96.77791,211.398,90.6266,-110%,7.3,40,39,652,0.39,-3,1473.8,7965.3,-0.5,-45.132,-1.69,3.77,-179.0089556,82.11,403.4,0.7152,2127.27,869.75,6/30/2020,-28.1,-150.36,44043,124.261
1/1/2009,96.78511,211.933,88.3712,-41%,7.8,44.84,34.5,560,0.16,-1.9,1514.6,8015.8,-1.2,-43.967,-1.91,4.01,-178.4806196,90.24,434.88,0.7827,1776.4,919.5,9/30/2020,35.2,-168.93,44135,125.733
2/1/2009,96.7591,212.705,87.843,-41%,8.3,46.35,36.4,490,0.15,0.6,1601.7,8192.1,-0.9,-39.343,-2,3.82,-176.2427015,82.83,457.96,0.7892,1430.65,952,12/31/2020,4.4,-181.38,44227,124.168
3/1/2009,96.96084,212.495,86.4689,-225%,8.7,44.14,36.6,582,0.22,-0.1,1582.8,8273.7,-1,-28.778,-1.43,3.97,-170.3344631,73.93,442.09,0.7546,1493.73,916.5,3/31/2021,5.6,-189.5,44316,122.083
