Date,Consumer Confidence,CPI Index,Industrial Production Index,12m EPS growth,Unemployment rate,Volatility Index,PMI Index,Housing Starts Index,Federal Funds Index,PPI Index,M1 Index,M2 Index,Personal Income Growth Index,Balance Of Trade Index,Home Price Index,Existing Homes Index,Debt To GDP Ratio Index,SP500 ETF,Corp bonds,USD/EUR,REIT,Gold price (USD),Date,GDP Growth Rate,Curent Account Balance,Date,Debt To GDP Ratio
10/1/2022,96.78831,297.863,103.4442,-17%,3.6,25.88,50.8,1470,2.56,0.6,20455.1,21617.5,0.6,-71.217,-1.03,4.7,-226.3039624,357.18,1348,1.0114,8601.78,1639,,,,,
11/1/2022,96.854,298.648,103.1058,-17%,3.6,20.58,50,1440,3.08,1,20303.3,21538.3,0.7,-75.266,-0.3,4.49,-227.0979123,384.52,1386.67,0.9607,9119.761,1753.5,,,,,
12/1/2022,97.0698113,298.812,101.8266,-16%,3.5,21.67,48.9,1420,3.78,0.5,20141.9,21471.5,0.3,-62.561,-0.25,4.19,-228.1863323,407.38,1423.53,0.9341,8655.3,1813.75,,,,,
1/1/2023,97.35186,300.356,102.7476,-5%,3.4,19.4,48.1,1340,4.1,-1.1,19971.9,21404.2,0.4,-70.762,-0.36,4.12,-229.6548912,382.43,1401.68,0.9205,9546.555,1923.9,,,,,
2/1/2023,97.46672,301.509,102.8003,-5%,3.6,20.7,47.4,1361,4.33,1.2,19764.9,21309.1,0.6,-69.96,-0.31,4.07,-231.5579794,410.8,1461.44,0.9452,8970.052,1824.6,,,,,
3/1/2023,97.35742,301.744,102.8143,-17%,3.5,18.7,47.7,1404,4.57,-0.7,19553.6,21222.4,0.6,-70.521,0.1,4.53,-233.1425634,394.74,1434.6,0.9223,8784.656,1979.7,,,,,
4/1/2023,97.26667,303.032,103.2241,-15%,3.4,15.78,46.5,1342,4.65,-0.9,19362.1,21149.6,0.5,-60.321,0.31,4.35,-233.0710743,409.39,1453.82,0.9071,8812.731,1982.55,,,,,
5/1/2023,97.268,303.365,102.9809,-15%,3.7,17.95,47,1368,4.83,0.2,18968.4,20902.2,0.4,-72.756,0.64,4.22,-230.2201751,415.51,1465.84,0.9353,8444.983,1964.4,,,,,
6/1/2023,97.55695,304.003,102.3809,8%,3.6,15.65,46.6,1583,5.06,-1.2,18647.3,20744.9,0.5,-66.066,0.77,4.23,-225.5585488,421.82,1458.41,0.9163,8925.518,1912.25,,,,,
7/1/2023,97.89566,304.628,103.0722,6%,3.5,13.57,46.4,1415,5.08,0.2,18596.3,20837.3,0.3,-64.806,0.8,4.11,-221.1822986,443.28,1477.58,0.9093,9113.959,1970.65,,,,,
8/1/2023,97.937,306.187,103.0951,6%,3.8,13.93,46.5,1473,5.12,0.3,18485.7,20820.2,0.2,-64.607,0.84,4.05,-218.9579311,456.48,1494.34,0.9221,8815.638,1942.3,,,,,
9/1/2023,97.7463,307.288,103.3081,11%,3.8,13.09,47.6,1305,5.33,1.7,18381.6,20792.8,0.4,-59.631,1.02,4.03,-219.2026629,451.19,1502.61,0.9457,8207.815,1870.5,,,,,
10/1/2023,97.51254,307.531,102.5781,16%,3.8,17.61,48.6,1363,5.33,0.9,18271.2,20764.2,0.4,-62.222,0.73,3.98,-221.6195718,427.48,1485.42,0.9452,7918.458,1996.9,,,,,
11/1/2023,97.56221,308.024,102.8868,16%,3.7,16.87,46.9,1365,5.33,-1.7,18151.3,20709.5,0.3,-64.333,0.66,3.85,-225.9795457,422.66,1471.62,0.9184,8861.974,2035.45,,,,,
12/1/2023,98.1097,308.742,102.6309,11%,3.7,12.63,46.6,1510,5.33,-0.1,18070.1,20690.2,0.4,-64.754,0.31,3.91,-232.3724935,459.1,1539.01,0.906,9649.176,2078.4,,,,,
1/1/2024,98.91297,309.685,101.483,4%,3.7,13.2,47.1,1568,5.33,0.2,18008.5,20702.7,0.4,-64.915,0.35,3.88,-240.98,475.31,1590.32,0.9242,9182.908,2053.25,,,,,
